Time,ID1,ID2,S1,S2
165080,33,51,NUR,PAT
165100,20,33,NUR,NUR
165100,2,4,NUR,NUR
165100,27,29,NUR,NUR
165100,17,23,NUR,NUR
165100,7,27,NUR,NUR
165100,11,27,MED,NUR
165100,37,69,NUR,PAT
165100,2,49,NUR,PAT
165100,33,51,NUR,PAT
165120,27,68,NUR,PAT
165120,17,23,NUR,NUR
165120,2,49,NUR,PAT
165120,33,51,NUR,PAT
165140,27,68,NUR,PAT
165140,17,23,NUR,NUR
165140,37,69,NUR,PAT
165140,2,49,NUR,PAT
165140,15,17,MED,NUR
165160,27,68,NUR,PAT
165160,20,33,NUR,NUR
165160,17,23,NUR,NUR
165160,2,49,NUR,PAT
165160,33,51,NUR,PAT
165180,17,23,NUR,NUR
165180,37,69,NUR,PAT
165180,2,49,NUR,PAT
165180,15,17,MED,NUR
165180,33,51,NUR,PAT
165200,11,29,MED,NUR
165200,17,23,NUR,NUR
165200,7,27,NUR,NUR
165200,37,69,NUR,PAT
165200,33,51,NUR,PAT
165220,20,33,NUR,NUR
165220,27,29,NUR,NUR
165220,17,23,NUR,NUR
165240,17,23,NUR,NUR
165260,11,29,MED,NUR
165260,17,23,NUR,NUR
165260,33,51,NUR,PAT
165280,11,29,MED,NUR
165280,20,33,NUR,NUR
165280,17,23,NUR,NUR
165300,20,33,NUR,NUR
165300,11,17,MED,NUR
165300,7,17,NUR,NUR
165300,1,7,ADM,NUR
165320,1,29,ADM,NUR
165340,2,4,NUR,NUR
165340,27,29,NUR,NUR
165340,35,65,MED,MED
165340,1,29,ADM,NUR
165340,1,7,ADM,NUR
165340,37,69,NUR,PAT
165360,1,17,ADM,NUR
165360,1,29,ADM,NUR
165360,1,7,ADM,NUR
165360,23,37,NUR,NUR
165360,17,27,NUR,NUR
165380,2,4,NUR,NUR
165380,1,29,ADM,NUR
165380,20,51,NUR,PAT
165380,1,7,ADM,NUR
165380,2,49,NUR,PAT
165400,2,4,NUR,NUR
165400,1,29,ADM,NUR
165400,1,27,ADM,NUR
165400,20,51,NUR,PAT
165400,1,7,ADM,NUR
165420,1,16,ADM,MED
165420,1,37,ADM,NUR
165420,2,4,NUR,NUR
165440,4,49,NUR,PAT
165440,17,37,NUR,NUR
165440,20,33,NUR,NUR
165440,1,37,ADM,NUR
165440,2,4,NUR,NUR
165460,20,33,NUR,NUR
165460,2,49,NUR,PAT
165480,27,29,NUR,NUR
165500,23,74,NUR,PAT
165500,2,4,NUR,NUR
165500,11,16,MED,MED
165520,23,74,NUR,PAT
165520,20,33,NUR,NUR
165520,2,4,NUR,NUR
165520,35,65,MED,MED
165520,11,16,MED,MED
165540,23,74,NUR,PAT
165540,35,65,MED,MED
165540,15,23,MED,NUR
165560,23,74,NUR,PAT
165560,35,65,MED,MED
165580,23,74,NUR,PAT
165580,27,29,NUR,NUR
165580,11,16,MED,MED
165600,23,74,NUR,PAT
165600,27,29,NUR,NUR
165600,15,23,MED,NUR
165600,7,27,NUR,NUR
165620,15,46,MED,PAT
165620,29,37,NUR,NUR
165620,23,74,NUR,PAT
165620,27,33,NUR,NUR
165620,2,4,NUR,NUR
165640,15,46,MED,PAT
165640,27,33,NUR,NUR
165640,7,27,NUR,NUR
165640,7,33,NUR,NUR
165640,11,16,MED,MED
165660,15,46,MED,PAT
165660,23,74,NUR,PAT
165660,7,23,NUR,NUR
165660,27,45,NUR,PAT
165660,11,16,MED,MED
165680,15,46,MED,PAT
165680,11,12,MED,MED
165680,23,74,NUR,PAT
165680,20,33,NUR,NUR
165680,7,27,NUR,NUR
165680,7,45,NUR,PAT
165700,15,46,MED,PAT
165700,7,27,NUR,NUR
165700,2,37,NUR,NUR
165720,7,29,NUR,NUR
165720,29,45,NUR,PAT
165720,4,37,NUR,NUR
165720,2,4,NUR,NUR
165720,27,29,NUR,NUR
165740,7,29,NUR,NUR
165740,15,46,MED,PAT
165740,20,33,NUR,NUR
165740,27,29,NUR,NUR
165740,7,27,NUR,NUR
165760,7,29,NUR,NUR
165760,23,74,NUR,PAT
165760,27,29,NUR,NUR
165760,7,27,NUR,NUR
165780,7,29,NUR,NUR
165780,27,29,NUR,NUR
165780,7,27,NUR,NUR
165780,7,45,NUR,PAT
165800,7,29,NUR,NUR
165800,27,29,NUR,NUR
165800,15,33,MED,NUR
165800,7,27,NUR,NUR
165820,7,29,NUR,NUR
165820,2,73,NUR,PAT
165820,2,4,NUR,NUR
165820,15,23,MED,NUR
165820,15,33,MED,NUR
165820,27,45,NUR,PAT
165820,4,73,NUR,PAT
165840,7,29,NUR,NUR
165840,2,73,NUR,PAT
165840,23,74,NUR,PAT
165840,15,16,MED,MED
165840,16,29,MED,NUR
165840,17,29,NUR,NUR
165840,2,4,NUR,NUR
165840,27,37,NUR,NUR
165840,15,23,MED,NUR
165840,15,33,MED,NUR
165840,11,27,MED,NUR
165840,7,45,NUR,PAT
165840,17,33,NUR,NUR
165840,4,73,NUR,PAT
165860,7,29,NUR,NUR
165860,23,74,NUR,PAT
165860,2,7,NUR,NUR
165860,7,73,NUR,PAT
165860,17,29,NUR,NUR
165860,17,45,NUR,PAT
165860,15,33,MED,NUR
165860,7,17,NUR,NUR
165860,11,27,MED,NUR
165860,17,33,NUR,NUR
165860,2,29,NUR,NUR
165880,23,74,NUR,PAT
165880,15,16,MED,MED
165880,7,73,NUR,PAT
165880,11,37,MED,NUR
165880,29,73,NUR,PAT
165880,4,73,NUR,PAT
165880,2,29,NUR,NUR
165900,11,29,MED,NUR
165900,2,73,NUR,PAT
165900,15,16,MED,MED
165900,23,29,NUR,NUR
165900,2,4,NUR,NUR
165900,27,29,NUR,NUR
165900,7,11,NUR,MED
165900,11,23,MED,NUR
165900,4,73,NUR,PAT
165920,11,29,MED,NUR
165920,2,73,NUR,PAT
165920,15,16,MED,MED
165920,7,23,NUR,NUR
165920,23,29,NUR,NUR
165920,11,73,MED,PAT
165920,7,37,NUR,NUR
165920,27,37,NUR,NUR
165920,49,64,PAT,ADM
165920,1,29,ADM,NUR
165920,23,27,NUR,NUR
165920,15,33,MED,NUR
165920,7,27,NUR,NUR
165920,4,73,NUR,PAT
165920,23,37,NUR,NUR
165940,2,73,NUR,PAT
165940,7,23,NUR,NUR
165940,2,4,NUR,NUR
165940,11,73,MED,PAT
165940,1,29,ADM,NUR
165940,4,11,NUR,MED
165940,23,27,NUR,NUR
165940,4,73,NUR,PAT
165940,16,73,MED,PAT
165940,11,16,MED,MED
165960,29,37,NUR,NUR
165960,2,73,NUR,PAT
165960,11,73,MED,PAT
165960,27,29,NUR,NUR
165960,7,37,NUR,NUR
165960,17,45,NUR,PAT
165960,1,29,ADM,NUR
165960,1,27,ADM,NUR
165960,23,27,NUR,NUR
165960,7,27,NUR,NUR
165960,20,73,NUR,PAT
165960,1,7,ADM,NUR
165960,4,73,NUR,PAT
165960,11,16,MED,MED
165980,7,29,NUR,NUR
165980,2,73,NUR,PAT
165980,11,35,MED,MED
165980,2,4,NUR,NUR
165980,20,51,NUR,PAT
165980,7,27,NUR,NUR
165980,17,33,NUR,NUR
165980,15,17,MED,NUR
165980,4,73,NUR,PAT
165980,11,16,MED,MED
166000,2,73,NUR,PAT
166000,17,37,NUR,NUR
166000,11,12,MED,MED
166000,11,35,MED,MED
166000,2,4,NUR,NUR
166000,12,30,MED,MED
166000,27,29,NUR,NUR
166000,16,65,MED,MED
166000,1,29,ADM,NUR
166000,9,35,MED,MED
166000,1,27,ADM,NUR
166000,20,51,NUR,PAT
166000,15,33,MED,NUR
166000,11,30,MED,MED
166000,17,33,NUR,NUR
166000,15,17,MED,NUR
166000,4,73,NUR,PAT
166000,9,11,MED,MED
166000,11,16,MED,MED
166020,2,73,NUR,PAT
166020,11,65,MED,MED
166020,16,65,MED,MED
166020,1,29,ADM,NUR
166020,17,23,NUR,NUR
166020,9,35,MED,MED
166020,12,16,MED,MED
166020,7,17,NUR,NUR
166020,4,64,NUR,ADM
166020,12,35,MED,MED
166020,4,73,NUR,PAT
166020,9,11,MED,MED
166020,11,16,MED,MED
166040,51,64,PAT,ADM
166040,4,37,NUR,NUR
166040,1,29,ADM,NUR
166040,1,27,ADM,NUR
166040,15,33,MED,NUR
166040,11,23,MED,NUR
166040,4,64,NUR,ADM
166040,30,35,MED,MED
166040,15,73,MED,PAT
166060,7,29,NUR,NUR
166060,11,65,MED,MED
166060,4,37,NUR,NUR
166060,2,4,NUR,NUR
166060,27,29,NUR,NUR
166060,1,29,ADM,NUR
166060,1,27,ADM,NUR
166060,7,11,NUR,MED
166060,15,33,MED,NUR
166060,11,23,MED,NUR
166060,7,27,NUR,NUR
166060,4,64,NUR,ADM
166060,15,30,MED,MED
166060,7,65,NUR,MED
166060,7,33,NUR,NUR
166080,11,29,MED,NUR
166080,29,64,NUR,ADM
166080,23,64,NUR,ADM
166080,1,23,ADM,NUR
166080,23,29,NUR,NUR
166080,27,64,NUR,ADM
166080,2,4,NUR,NUR
166080,27,29,NUR,NUR
166080,11,15,MED,MED
166080,15,35,MED,MED
166080,1,29,ADM,NUR
166080,1,11,ADM,MED
166080,11,30,MED,MED
166080,37,45,NUR,PAT
166080,1,7,ADM,NUR
166100,7,29,NUR,NUR
166100,65,74,MED,PAT
166100,29,64,NUR,ADM
166100,11,35,MED,MED
166100,27,64,NUR,ADM
166100,1,29,ADM,NUR
166100,17,23,NUR,NUR
166100,1,27,ADM,NUR
166100,23,27,NUR,NUR
166100,7,64,NUR,ADM
166100,37,45,NUR,PAT
166120,9,30,MED,MED
166120,29,64,NUR,ADM
166120,11,35,MED,MED
166120,27,64,NUR,ADM
166120,9,35,MED,MED
166120,23,27,NUR,NUR
166120,7,64,NUR,ADM
166120,11,30,MED,MED
166120,2,37,NUR,NUR
166140,2,73,NUR,PAT
166140,29,64,NUR,ADM
166140,4,37,NUR,NUR
166140,27,64,NUR,ADM
166140,11,15,MED,MED
166140,15,35,MED,MED
166140,9,35,MED,MED
166140,9,15,MED,MED
166140,4,73,NUR,PAT
166140,17,27,NUR,NUR
166160,2,73,NUR,PAT
166160,29,64,NUR,ADM
166160,23,74,NUR,PAT
166160,17,64,NUR,ADM
166160,4,37,NUR,NUR
166160,27,64,NUR,ADM
166160,2,4,NUR,NUR
166160,27,29,NUR,NUR
166160,7,64,NUR,ADM
166160,37,73,NUR,PAT
166160,4,73,NUR,PAT
166180,23,74,NUR,PAT
166180,17,29,NUR,NUR
166180,17,64,NUR,ADM
166180,27,64,NUR,ADM
166180,2,4,NUR,NUR
166180,27,29,NUR,NUR
166180,17,27,NUR,NUR
166200,7,29,NUR,NUR
166200,7,23,NUR,NUR
166200,1,17,ADM,NUR
166200,27,64,NUR,ADM
166200,27,29,NUR,NUR
166200,23,27,NUR,NUR
166200,37,73,NUR,PAT
166220,7,29,NUR,NUR
166220,7,23,NUR,NUR
166220,23,29,NUR,NUR
166220,1,17,ADM,NUR
166220,27,64,NUR,ADM
166220,27,29,NUR,NUR
166220,23,27,NUR,NUR
166240,7,29,NUR,NUR
166240,23,64,NUR,ADM
166240,2,7,NUR,NUR
166240,7,23,NUR,NUR
166240,1,17,ADM,NUR
166240,27,64,NUR,ADM
166240,27,29,NUR,NUR
166240,9,35,MED,MED
166240,23,27,NUR,NUR
166240,33,51,NUR,PAT
166260,7,29,NUR,NUR
166260,7,23,NUR,NUR
166260,1,17,ADM,NUR
166260,27,64,NUR,ADM
166260,27,29,NUR,NUR
166260,23,27,NUR,NUR
166260,20,51,NUR,PAT
166260,7,27,NUR,NUR
166260,33,51,NUR,PAT
166260,2,29,NUR,NUR
166280,7,23,NUR,NUR
166280,17,29,NUR,NUR
166280,1,17,ADM,NUR
166280,27,64,NUR,ADM
166280,1,64,ADM,ADM
166280,1,29,ADM,NUR
166280,9,35,MED,MED
166280,23,27,NUR,NUR
166280,20,51,NUR,PAT
166280,7,27,NUR,NUR
166280,7,64,NUR,ADM
166280,33,51,NUR,PAT
166280,2,29,NUR,NUR
166280,17,27,NUR,NUR
166300,9,35,MED,MED
166300,2,27,NUR,NUR
166320,29,64,NUR,ADM
166320,4,17,NUR,NUR
166320,17,23,NUR,NUR
166320,9,35,MED,MED
166320,4,27,NUR,NUR
166320,23,27,NUR,NUR
166320,7,27,NUR,NUR
166320,7,17,NUR,NUR
166320,2,27,NUR,NUR
166320,30,35,MED,MED
166320,2,17,NUR,NUR
166320,9,17,MED,NUR
166320,17,27,NUR,NUR
166320,7,33,NUR,NUR
166340,29,64,NUR,ADM
166340,27,33,NUR,NUR
166340,23,27,NUR,NUR
166340,4,64,NUR,ADM
166340,20,27,NUR,NUR
166340,17,27,NUR,NUR
166340,7,33,NUR,NUR
166360,17,23,NUR,NUR
166360,1,27,ADM,NUR
166360,23,27,NUR,NUR
166360,1,20,ADM,NUR
166360,23,33,NUR,NUR
166380,1,23,ADM,NUR
166380,20,27,NUR,NUR
166380,30,35,MED,MED
166380,23,33,NUR,NUR
166400,23,27,NUR,NUR
166400,20,27,NUR,NUR
166420,11,65,MED,MED
166420,1,27,ADM,NUR
166420,2,27,NUR,NUR
166440,1,23,ADM,NUR
166440,1,17,ADM,NUR
166440,11,65,MED,MED
166440,17,23,NUR,NUR
166440,20,27,NUR,NUR
166460,1,23,ADM,NUR
166460,17,23,NUR,NUR
166460,7,27,NUR,NUR
166460,20,27,NUR,NUR
166460,23,33,NUR,NUR
166480,1,23,ADM,NUR
166480,11,65,MED,MED
166480,1,33,ADM,NUR
166480,17,23,NUR,NUR
166480,7,27,NUR,NUR
166480,20,27,NUR,NUR
166480,23,33,NUR,NUR
166500,1,23,ADM,NUR
166500,1,17,ADM,NUR
166500,7,27,NUR,NUR
166500,20,27,NUR,NUR
166500,30,35,MED,MED
166500,23,33,NUR,NUR
166520,1,17,ADM,NUR
166520,17,23,NUR,NUR
166520,7,27,NUR,NUR
166520,20,27,NUR,NUR
166520,23,33,NUR,NUR
166540,27,42,NUR,PAT
166540,1,23,ADM,NUR
166540,1,17,ADM,NUR
166540,17,23,NUR,NUR
166540,30,35,MED,MED
166560,7,27,NUR,NUR
166560,17,33,NUR,NUR
166560,30,35,MED,MED
166580,27,33,NUR,NUR
166580,7,27,NUR,NUR
166580,30,35,MED,MED
166620,27,42,NUR,PAT
166620,17,23,NUR,NUR
166640,27,42,NUR,PAT
166640,17,23,NUR,NUR
166640,7,27,NUR,NUR
166640,1,35,ADM,MED
166640,7,42,NUR,PAT
166660,17,23,NUR,NUR
166660,7,27,NUR,NUR
166660,7,42,NUR,PAT
166660,33,35,NUR,MED
166680,20,42,NUR,PAT
166680,17,23,NUR,NUR
166680,7,27,NUR,NUR
166680,20,27,NUR,NUR
166680,7,42,NUR,PAT
166680,33,35,NUR,MED
166700,20,42,NUR,PAT
166700,17,23,NUR,NUR
166700,7,27,NUR,NUR
166700,7,42,NUR,PAT
166720,17,37,NUR,NUR
166720,17,23,NUR,NUR
166720,7,27,NUR,NUR
166720,7,42,NUR,PAT
166740,7,27,NUR,NUR
166740,7,42,NUR,PAT
166760,7,69,NUR,PAT
166760,30,65,MED,MED
166780,7,69,NUR,PAT
166780,30,65,MED,MED
166800,27,42,NUR,PAT
166800,20,42,NUR,PAT
166820,7,69,NUR,PAT
166820,30,65,MED,MED
166840,7,69,NUR,PAT
166840,20,27,NUR,NUR
166840,30,65,MED,MED
166860,35,46,MED,PAT
166860,1,17,ADM,NUR
166860,16,17,MED,NUR
166860,2,4,NUR,NUR
166860,7,45,NUR,PAT
166860,30,65,MED,MED
166880,27,42,NUR,PAT
166880,1,68,ADM,PAT
166880,2,23,NUR,NUR
166880,20,42,NUR,PAT
166880,2,4,NUR,NUR
166880,4,23,NUR,NUR
166880,20,27,NUR,NUR
166880,1,7,ADM,NUR
166900,1,68,ADM,PAT
166900,2,23,NUR,NUR
166900,20,42,NUR,PAT
166900,2,4,NUR,NUR
166900,17,35,NUR,MED
166900,4,23,NUR,NUR
166920,2,23,NUR,NUR
166920,20,42,NUR,PAT
166920,4,23,NUR,NUR
166940,20,42,NUR,PAT
166940,30,35,MED,MED
166960,2,23,NUR,NUR
166960,15,17,MED,NUR
166980,20,33,NUR,NUR
167000,27,42,NUR,PAT
167000,2,23,NUR,NUR
167020,20,42,NUR,PAT
167020,20,33,NUR,NUR
167020,35,65,MED,MED
167040,20,42,NUR,PAT
167040,35,65,MED,MED
167060,27,42,NUR,PAT
167060,2,23,NUR,NUR
167060,35,65,MED,MED
167080,27,42,NUR,PAT
167080,2,23,NUR,NUR
167100,2,23,NUR,NUR
167120,2,23,NUR,NUR
167120,20,42,NUR,PAT
167120,27,28,NUR,ADM
167140,2,23,NUR,NUR
167140,20,42,NUR,PAT
167140,27,33,NUR,NUR
167140,4,23,NUR,NUR
167160,20,42,NUR,PAT
167160,2,15,NUR,MED
167180,20,42,NUR,PAT
167180,20,27,NUR,NUR
167200,20,42,NUR,PAT
167200,2,4,NUR,NUR
167220,4,33,NUR,NUR
167220,20,42,NUR,PAT
167220,2,4,NUR,NUR
167220,17,23,NUR,NUR
167220,2,33,NUR,NUR
167240,4,33,NUR,NUR
167240,20,42,NUR,PAT
167240,20,27,NUR,NUR
167260,20,42,NUR,PAT
167260,20,27,NUR,NUR
167260,2,17,NUR,NUR
167280,29,64,NUR,ADM
167280,20,42,NUR,PAT
167280,20,27,NUR,NUR
167280,2,33,NUR,NUR
167300,27,42,NUR,PAT
167300,29,64,NUR,ADM
167300,20,42,NUR,PAT
167300,4,69,NUR,PAT
167300,20,27,NUR,NUR
167320,29,64,NUR,ADM
167320,20,42,NUR,PAT
167320,4,44,NUR,PAT
167320,23,33,NUR,NUR
167340,29,64,NUR,ADM
167340,20,42,NUR,PAT
167340,2,4,NUR,NUR
167340,17,33,NUR,NUR
167360,29,64,NUR,ADM
167360,20,42,NUR,PAT
167380,29,64,NUR,ADM
167380,20,42,NUR,PAT
167400,29,64,NUR,ADM
167400,20,42,NUR,PAT
167420,29,64,NUR,ADM
167420,17,37,NUR,NUR
167420,20,42,NUR,PAT
167420,1,33,ADM,NUR
167440,29,64,NUR,ADM
167440,17,37,NUR,NUR
167440,20,42,NUR,PAT
167440,1,33,ADM,NUR
167440,35,65,MED,MED
167440,30,35,MED,MED
167460,17,37,NUR,NUR
167460,1,68,ADM,PAT
167460,20,42,NUR,PAT
167460,1,33,ADM,NUR
167460,35,65,MED,MED
167460,30,35,MED,MED
167480,27,42,NUR,PAT
167480,29,64,NUR,ADM
167480,17,37,NUR,NUR
167480,1,68,ADM,PAT
167480,20,42,NUR,PAT
167480,1,33,ADM,NUR
167480,35,65,MED,MED
167480,30,35,MED,MED
167480,37,73,NUR,PAT
167480,33,68,NUR,PAT
167480,17,73,NUR,PAT
167500,29,64,NUR,ADM
167500,17,37,NUR,NUR
167500,20,42,NUR,PAT
167500,20,27,NUR,NUR
167500,30,35,MED,MED
167500,17,73,NUR,PAT
167520,17,37,NUR,NUR
167540,29,64,NUR,ADM
167540,17,37,NUR,NUR
167540,1,23,ADM,NUR
167540,20,42,NUR,PAT
167540,2,4,NUR,NUR
167540,20,27,NUR,NUR
167540,37,73,NUR,PAT
167540,17,73,NUR,PAT
167560,27,42,NUR,PAT
167560,29,64,NUR,ADM
167560,17,37,NUR,NUR
167560,1,23,ADM,NUR
167560,20,42,NUR,PAT
167560,1,33,ADM,NUR
167560,20,27,NUR,NUR
167560,37,73,NUR,PAT
167560,17,73,NUR,PAT
167580,27,42,NUR,PAT
167580,29,64,NUR,ADM
167580,17,37,NUR,NUR
167580,20,42,NUR,PAT
167580,20,27,NUR,NUR
167580,23,33,NUR,NUR
167580,17,73,NUR,PAT
167600,29,64,NUR,ADM
167600,17,37,NUR,NUR
167600,4,7,NUR,NUR
167600,17,73,NUR,PAT
167620,29,64,NUR,ADM
167620,17,37,NUR,NUR
167620,20,42,NUR,PAT
167620,4,7,NUR,NUR
167620,17,73,NUR,PAT
167640,29,64,NUR,ADM
167640,17,37,NUR,NUR
167640,2,4,NUR,NUR
167640,37,73,NUR,PAT
167640,17,73,NUR,PAT
167660,27,42,NUR,PAT
167660,29,64,NUR,ADM
167660,17,37,NUR,NUR
167660,1,23,ADM,NUR
167660,20,42,NUR,PAT
167660,2,4,NUR,NUR
167660,37,73,NUR,PAT
167660,23,33,NUR,NUR
167680,27,42,NUR,PAT
167680,29,64,NUR,ADM
167680,17,37,NUR,NUR
167680,20,42,NUR,PAT
167680,2,4,NUR,NUR
167680,2,16,NUR,MED
167680,1,29,ADM,NUR
167680,4,16,NUR,MED
167680,37,73,NUR,PAT
167700,17,37,NUR,NUR
167700,23,29,NUR,NUR
167700,2,4,NUR,NUR
167700,2,16,NUR,MED
167700,4,16,NUR,MED
167700,20,27,NUR,NUR
167720,7,29,NUR,NUR
167720,17,37,NUR,NUR
167720,2,4,NUR,NUR
167720,2,16,NUR,MED
167720,4,16,NUR,MED
167720,9,11,MED,MED
167740,27,42,NUR,PAT
167740,17,37,NUR,NUR
167740,2,16,NUR,MED
167740,37,73,NUR,PAT
167740,23,33,NUR,NUR
167740,11,28,MED,ADM
167760,17,37,NUR,NUR
167760,2,4,NUR,NUR
167760,2,16,NUR,MED
167760,37,73,NUR,PAT
167760,11,28,MED,ADM
167780,7,29,NUR,NUR
167780,23,68,NUR,PAT
167780,29,64,NUR,ADM
167780,20,42,NUR,PAT
167780,2,4,NUR,NUR
167780,7,64,NUR,ADM
167780,20,27,NUR,NUR
167800,7,29,NUR,NUR
167800,23,68,NUR,PAT
167800,9,30,MED,MED
167800,29,64,NUR,ADM
167800,17,37,NUR,NUR
167800,20,42,NUR,PAT
167800,2,4,NUR,NUR
167800,39,65,PAT,MED
167800,7,64,NUR,ADM
167800,23,33,NUR,NUR
167800,33,68,NUR,PAT
167800,11,28,MED,ADM
167820,23,68,NUR,PAT
167820,27,42,NUR,PAT
167820,17,37,NUR,NUR
167820,39,65,PAT,MED
167820,7,64,NUR,ADM
167820,23,33,NUR,NUR
167820,33,68,NUR,PAT
167840,23,68,NUR,PAT
167840,17,37,NUR,NUR
167840,23,44,NUR,PAT
167840,16,29,MED,NUR
167840,2,4,NUR,NUR
167840,35,65,MED,MED
167840,7,64,NUR,ADM
167840,33,68,NUR,PAT
167860,23,44,NUR,PAT
167860,51,64,PAT,ADM
167860,35,65,MED,MED
167860,20,27,NUR,NUR
167860,37,73,NUR,PAT
167860,23,33,NUR,NUR
167860,30,65,MED,MED
167880,23,68,NUR,PAT
167880,27,42,NUR,PAT
167880,30,39,MED,PAT
167880,39,65,PAT,MED
167880,7,64,NUR,ADM
167880,20,27,NUR,NUR
167880,23,33,NUR,NUR
167880,30,65,MED,MED
167900,23,68,NUR,PAT
167900,4,45,NUR,PAT
167900,39,65,PAT,MED
167900,4,16,NUR,MED
167900,23,33,NUR,NUR
167900,30,65,MED,MED
167920,27,42,NUR,PAT
167920,39,65,PAT,MED
167920,4,16,NUR,MED
167920,23,33,NUR,NUR
167920,30,65,MED,MED
167940,15,16,MED,MED
167940,39,65,PAT,MED
167940,7,64,NUR,ADM
167940,4,16,NUR,MED
167940,20,27,NUR,NUR
167940,30,65,MED,MED
167960,27,42,NUR,PAT
167960,17,29,NUR,NUR
167960,39,65,PAT,MED
167960,20,27,NUR,NUR
167960,30,65,MED,MED
167980,29,37,NUR,NUR
167980,23,68,NUR,PAT
167980,20,42,NUR,PAT
167980,17,29,NUR,NUR
167980,1,17,ADM,NUR
167980,1,4,ADM,NUR
167980,9,74,MED,PAT
167980,1,29,ADM,NUR
167980,1,27,ADM,NUR
167980,39,65,PAT,MED
167980,7,64,NUR,ADM
167980,23,33,NUR,NUR
167980,30,65,MED,MED
168000,29,37,NUR,NUR
168000,23,68,NUR,PAT
168000,30,39,MED,PAT
168000,17,29,NUR,NUR
168000,27,64,NUR,ADM
168000,1,27,ADM,NUR
168000,39,65,PAT,MED
168000,7,27,NUR,NUR
168000,1,7,ADM,NUR
168000,23,33,NUR,NUR
168000,30,65,MED,MED
168020,23,68,NUR,PAT
168020,1,23,ADM,NUR
168020,17,29,NUR,NUR
168020,1,33,ADM,NUR
168020,9,74,MED,PAT
168020,1,45,ADM,PAT
168020,39,65,PAT,MED
168020,20,27,NUR,NUR
168020,7,45,NUR,PAT
168020,23,33,NUR,NUR
168040,23,68,NUR,PAT
168040,27,42,NUR,PAT
168040,29,64,NUR,ADM
168040,1,68,ADM,PAT
168040,1,23,ADM,NUR
168040,17,64,NUR,ADM
168040,1,33,ADM,NUR
168040,27,29,NUR,NUR
168040,23,33,NUR,NUR
168060,23,68,NUR,PAT
168060,23,44,NUR,PAT
168060,35,65,MED,MED
168060,23,33,NUR,NUR
168060,17,27,NUR,NUR
168080,23,68,NUR,PAT
168080,23,44,NUR,PAT
168080,27,64,NUR,ADM
168080,27,29,NUR,NUR
168080,35,65,MED,MED
168080,27,37,NUR,NUR
168080,15,23,MED,NUR
168080,15,33,MED,NUR
168080,23,33,NUR,NUR
168080,17,27,NUR,NUR
168100,23,68,NUR,PAT
168100,29,64,NUR,ADM
168100,30,39,MED,PAT
168100,17,64,NUR,ADM
168100,35,65,MED,MED
168100,15,23,MED,NUR
168100,15,33,MED,NUR
168100,30,35,MED,MED
168100,23,33,NUR,NUR
168100,30,65,MED,MED
168120,29,37,NUR,NUR
168120,23,68,NUR,PAT
168120,30,39,MED,PAT
168120,20,42,NUR,PAT
168120,17,29,NUR,NUR
168120,17,64,NUR,ADM
168120,35,65,MED,MED
168120,15,23,MED,NUR
168120,23,33,NUR,NUR
168120,30,65,MED,MED
168140,35,65,MED,MED
168140,15,33,MED,NUR
168140,37,64,NUR,ADM
168140,2,27,NUR,NUR
168140,30,35,MED,MED
168140,23,33,NUR,NUR
168140,30,65,MED,MED
168160,23,68,NUR,PAT
168160,27,42,NUR,PAT
168160,4,7,NUR,NUR
168160,35,65,MED,MED
168160,37,64,NUR,ADM
168160,7,45,NUR,PAT
168160,30,35,MED,MED
168160,23,33,NUR,NUR
168160,30,65,MED,MED
168180,23,68,NUR,PAT
168180,27,42,NUR,PAT
168180,20,42,NUR,PAT
168180,2,4,NUR,NUR
168180,4,7,NUR,NUR
168180,39,65,PAT,MED
168180,7,45,NUR,PAT
168180,30,35,MED,MED
168180,23,33,NUR,NUR
168180,30,65,MED,MED
168200,23,68,NUR,PAT
168200,27,42,NUR,PAT
168200,29,64,NUR,ADM
168200,30,39,MED,PAT
168200,2,4,NUR,NUR
168200,35,65,MED,MED
168200,39,65,PAT,MED
168200,30,35,MED,MED
168200,30,65,MED,MED
168220,23,68,NUR,PAT
168220,27,42,NUR,PAT
168220,30,39,MED,PAT
168220,20,42,NUR,PAT
168220,2,4,NUR,NUR
168220,35,65,MED,MED
168220,7,64,NUR,ADM
168220,20,27,NUR,NUR
168220,30,35,MED,MED
168220,30,65,MED,MED
168240,27,42,NUR,PAT
168240,2,4,NUR,NUR
168240,35,65,MED,MED
168240,7,64,NUR,ADM
168240,30,35,MED,MED
168240,30,65,MED,MED
168260,23,68,NUR,PAT
168260,27,42,NUR,PAT
168260,29,64,NUR,ADM
168260,17,64,NUR,ADM
168260,2,4,NUR,NUR
168260,7,37,NUR,NUR
168260,35,65,MED,MED
168260,4,45,NUR,PAT
168260,7,64,NUR,ADM
168260,30,35,MED,MED
168260,30,65,MED,MED
168280,29,37,NUR,NUR
168280,23,68,NUR,PAT
168280,20,42,NUR,PAT
168280,33,45,NUR,PAT
168280,20,33,NUR,NUR
168280,7,37,NUR,NUR
168280,35,65,MED,MED
168280,7,64,NUR,ADM
168280,30,35,MED,MED
168280,30,65,MED,MED
168300,29,37,NUR,NUR
168300,23,68,NUR,PAT
168300,11,33,MED,NUR
168300,20,42,NUR,PAT
168300,17,64,NUR,ADM
168300,7,37,NUR,NUR
168300,35,65,MED,MED
168300,15,23,MED,NUR
168300,11,23,MED,NUR
